Time,totalmAbPlasma,totalmAbCSF,totalAbetaPlasma,totalPlaque,totaloligISF,ABplasma,ABAbplasma,ABOplasma,ABOAbplasma,ABcsf,ABAbcsf,ABOcsf,ABOAbcsf,ABbisf,ABAbbisf,ABObisf,ABOAbbisf,totaloligPlasma,totalAbetaBrainISF
0,3000000,2.934318e-44,0.341592701,1502.334526,95.41650095,0.341592701,1.43e-45,4.51e-11,1.12e-48,0.411725338,8.68e-48,0.002809592,3.45e-47,0.970534436,2.32e-47,95.41650095,1.27e-42,4.51e-11,0.970534436
725.832583258326,2988735.92835608,7.67339248953824,0.605104180252775,1502.13574761283,95.4016623272696,0.00601355419811749,0.599090626054657,1.19521391231674e-11,8.5871630960512e-05,0.406985784730346,0.00224478472142038,0.00117879558049522,0.00340425523350918,0.521243034216741,0.212518412543301,0.419333548664484,94.9823287786051,8.58716429126511e-05,0.733761446760042
1451.66516651665,2979765.33260959,25.817781451926,1.04963690430515,1501.87711972554,95.3857601360501,0.010462381132916,1.03917452317224,1.34964133278496e-11,9.55973825820238e-05,0.393188156344719,0.00729831393244107,0.000746489453198442,0.00749729533450772,0.212917823119849,0.117992582549753,0.308760225461298,95.0769999105888,9.55973960784372e-05,0.330910405669603
2177.49774977498,2971172.9922357,45.0181579595734,1.28433815890644,1501.60745705977,95.3671806604971,0.0128384311174092,1.27149972778903,1.48723558868384e-11,0.000104763913140551,0.376386219779682,0.0121830907788193,0.000645645579443222,0.0114150644167735,0.0925911409369269,0.0525025600506185,0.301713721967657,95.0654669385294,0.000104763928012907,0.145093700987545
2903.3303330333,2962643.81515494,63.7503349974889,1.41377247003317,1501.32773444991,95.3471746255064,0.0141725464356977,1.39959992359748,1.60991902388253e-11,0.000113436084970435,0.359205121540521,0.0164656795643272,0.000601214346675423,0.0151238141252702,0.0429499184352516,0.0243450853856722,0.301760413683404,95.045414211823,0.000113436101069626,0.0672950038209238
3629.16291629163,2954146.91293245,81.8826041152949,1.49859317904525,1501.03880052831,95.3262688353495,0.0150656138764442,1.48352756516881,1.72192712320654e-11,0.00012157393878004,0.342518180018053,0.0201670893811417,0.000574182826405601,0.0186044370339641,0.0223720313188099,0.0126476898999293,0.30248360343136,95.0237852319181,0.000121573955999311,0.0350197212187392
4354.99549954995,2945679.16714565,99.4187995742315,1.56463167991855,1500.74142979062,95.3047073207532,0.0157742678596716,1.54885741205888,1.82550667098082e-11,0.000129177561269108,0.326616924425832,0.0233499391043142,0.000554544754551258,0.0218570121263566,0.0138627390587359,0.00781472739377994,0.303273727223484,95.0014335935297,0.000129177579524175,0.0216774664525158
5080.82808280828,2937240.17008961,116.375484363863,1.62263662232567,1500.436332103,95.2826153855755,0.0164055842228306,1.60623103810284,1.92184418337626e-11,0.000136264900866064,0.311575170885081,0.0260742540211283,0.000538753801526992,0.0248892893149229,0.0103766486778006,0.00583273388477636,0.304070849975027,94.9785445356004,0.000136264920084506,0.016209382562577
5806.66066606661,2928829.77944134,132.769980756385,1.67707897512596,1500.12415838919,95.2600670549031,0.0170042154819462,1.66007475964401,2.01165334401998e-11,0.000142860743048788,0.297383345975545,0.0283930467393788,0.000525263825051049,0.0277118942030908,0.00898469415032507,0.00503581820796386,0.304869013956981,94.9551980409461,0.000142860763165322,0.0140205123582889
6532.49324932493,2920447.87960865,148.619216655499,1.72982360259774,1499.80550554626,95.2371132043779,0.0175888272608198,1.71223477533692,2.09544026984354e-11,0.000148992041526872,0.284001383298515,0.0303527471590132,0.000513296930328346,0.0303363517346884,0.0084671517830499,0.0047321439808492,0.305667654356982,94.9314455500209,0.000148992062481275,0.0131992957638991
7258.32583258326,2912094.35840915,163.939626914948,1.78165225084032,1499.48092092406,95.2137934012481,0.0181672547737957,1.76348499606652,2.17361559841259e-11,0.000154685897297843,0.271379857895662,0.0319941544623432,0.000502418612792906,0.0327742351887568,0.00831533647953356,0.00463399817112948,0.306466772600141,94.907326628648,0.000154685919033999,0.012949334650663
7984.15841584158,2903769.10477092,178.747157224153,1.83289577859187,1499.1509064315,95.190140971155,0.0187428123996217,1.81415296619225,2.24654061626658e-11,0.000159968662593105,0.25946833743653,0.0333532838309276,0.000492365972896714,0.0350367900030673,0.00831678585007553,0.00462155424401224,0.307266437337737,94.8828745338173,0.000159968685058511,0.0129383400940878
8709.99099909991,2895472.00848936,193.057277618197,1.88369698573045,1498.81592230308,95.1661852367278,0.0193169240581594,1.86438006167229,2.31454604537587e-11,0.000164865547767386,0.248218542523897,0.0344620468056586,0.00048296950512716,0.037134769630144,0.00838263106285452,0.00464483427662861,0.308066725169117,94.8581185115587,0.000164865570912846,0.0130274653394831
9435.82358235824,2887202.96018707,206.884996543573,1.9341200403307,1498.47639055385,95.1419525679659,0.0198902214251664,1.91422981890554,2.37793979062172e-11,0.000169400464444365,0.237585401585046,0.0353487969677794,0.000474114077248152,0.0390783708070173,0.00847564775630541,0.00468296405210463,0.308867710797801,94.8330848571681,0.000169400488223763,0.01315861180841
10161.6561656166,2878961.85129472,220.244874601617,1.9841961085105,1498.13269814847,95.1174669274787,0.0204630031507625,1.96373310535974,2.43701035108589e-11,0.000173595984143719,0.227527262385845,0.0360387770154367,0.000465717995115855,0.0408772172593789,0.00858022385195904,0.00472721405837186,0.30966946463992,94.8077974628388,0.000173596008513822,0.0133074379103309
10887.4887488749,2870748.57403471,233.151037893227,2.03394241230273,1497.78519990799,95.0927501959471,0.0210354271826249,2.0129069851201,2.492028586508e-11,0.000177473354773985,0.218005777601701,0.0365544934129754,0.000457721087178408,0.042540367567352,0.00868980508957384,0.00477393018565424,0.310472052230433,94.7822781437167,0.000177473379694271,0.0134637352752281
11613.3213321332,2862563.02140571,245.617190967561,2.08337020347191,1497.43422117605,95.0678223975987,0.0216075914454692,2.06176261202644,2.54324888770288e-11,0.000181052546171972,0.208985676168805,0.0369160359109787,0.000450077581818017,0.0440763350895034,0.00880163899269621,0.00482158250412552,0.311275534233043,94.7565468633657,0.000181052571604461,0.0136232214968217
12339.1539153915,2854405.08716762,257.656629385288,2.13248810684135,1497.08006026419,95.0427018764148,0.0221795677494342,2.11030853909192,2.59091014106497e-11,0.000184352309667838,0.200434506148445,0.0371413533817736,0.000442751669678005,0.0454931136596158,0.00891457110111894,0.00486953137737743,0.312079966670883,94.7306219097439,0.000184352335576939,0.0137841024784964
13064.9864986499,2846274.66582704,269.282251907605,2.181303526205,1496.72299069475,95.0174054449079,0.0227514160747378,2.15855211013026,2.63523662057876e-11,0.000187390243585557,0.192322382801757,0.0372464938730818,0.000435714638772948,0.0467982056835589,0.0090281195917179,0.0049175108141776,0.31288540123057,94.7045200436773,0.000187390269937923,0.0139456304058955
13790.8190819082,2838171.65262318,280.506572322095,2.22982323836753,1496.36326325793,94.9919485151789,0.0233231906104178,2.20650004775712,2.67643884526252e-11,0.000190182860224735,0.184621754101241,0.037245814655684,0.000428942966958033,0.0479986507861833,0.00914208612768775,0.00496541181866228,0.313691885580373,94.6782566295985,0.000190182886989123,0.01410749794635
14516.6516651665,2830095.9435141,291.34173091623,2.27805364639573,1496.00110789838,94.9663452168454,0.0238949423225484,2.25415870407319,2.71471440743397e-11,0.000192745651854115,0.177307187116102,0.0371521667164201,0.000422417016604855,0.0491010539866197,0.00925639196620964,0.00501319140698813,0.314499463679073,94.6518457531663,0.000192745679001259,0.0142695833731978
